Mejor Solución,Aptitud Mejor,Peor Solución,Aptitud Peor,Desviación Estándar
"[5.435301648847856, 0.42543534785156006]",-6.812917,"[5.280805011276432, 0.4077365335420682]",-6.810176,0.00085451786
