Mejor Solución,Aptitud Mejor,Peor Solución,Aptitud Peor,Desviación Estándar
"[10.65991099616205, 0.46168145885767]",-0.22385061638623502,"[9.006160815495436, 0.4229509889532412]",-0.20569682853740645,0.005508646510751483
